'sample #','II','AVF','ABP','PAP'
2644,-1032,-1200,-30,-60
2645,-3096,-3600,-90,-180
2646,-3096,-3600,-90,-180
2647,-3096,-3600,-90,-180
2648,-3096,-3600,-90,-180
2649,-1032,-1200,-30,-60
2650,-1032,-1200,-30,-60
2651,-1032,-1200,-30,-60
2652,-1032,-1200,-30,-60
2653,-3096,-3600,-90,-180
2654,-3096,-3600,-90,-180
2655,-3096,-3600,-90,-180
2656,-3096,-3600,-90,-180
2657,-1032,-1200,-30,-60
2658,-1032,-1200,-30,-60
2659,-1032,-1200,-30,-60
2660,-1032,-1200,-30,-60
2661,-3096,-3600,-90,-180
2662,-3096,-3600,-90,-180
2663,-3096,-3600,-90,-180
2664,-3096,-3600,-90,-180
2665,-1032,-1200,-30,-60
2666,-1032,-1200,-30,-60
2667,-1032,-1200,-30,-60
2668,-1032,-1200,-30,-60
2669,-3096,-3600,-90,-180
2670,-3096,-3600,-90,-180
2671,-3096,-3600,-90,-180
2672,-3096,-3600,-90,-180
2673,-1032,-1200,-30,-60
2674,-1032,-1200,-30,-60
2675,-1032,-1200,-30,-60
2676,-1032,-1200,-30,-60
2677,-3096,-3600,-90,-180
2678,-3096,-3600,-90,-180
2679,-3096,-3600,-90,-180
2680,-3096,-3600,-90,-180
2681,-1032,-1200,-30,-60
2682,-1032,-1200,-30,-60
2683,-1032,-1200,-30,-60
2684,-1032,-1200,-30,-60
2685,-3096,-3600,-90,-180
2686,-3096,-3600,-90,-180
2687,-3096,-3600,-90,-180
2688,-3096,-3600,-90,-180
2689,-1032,-1200,-30,-60
2690,-1032,-1200,-30,-60
2691,-1032,-1200,-30,-60
2692,-1032,-1200,-30,-60
2693,-3096,-3600,-90,-180
2694,-3096,-3600,-90,-180
2695,-3096,-3600,-90,-180
2696,-3096,-3600,-90,-180
2697,-1032,-1200,-30,-60
2698,-1032,-1200,-30,-60
2699,-1032,-1200,-30,-60
2700,-1032,-1200,-30,-60
2701,-3096,-3600,-90,-180
2702,-3096,-3600,-90,-180
2703,-3096,-3600,-90,-180
2704,-3096,-3600,-90,-180
2705,-1032,-1200,-30,-60
2706,-1032,-1200,-30,-60
2707,-1032,-1200,-30,-60
2708,-1032,-1200,-30,-60
2709,-3096,-3600,-90,-180
2710,-3096,-3600,-90,-180
2711,-3096,-3600,-90,-180
2712,-3096,-3600,-90,-180
2713,-1032,-1200,-30,-60
2714,-1032,-1200,-30,-60
2715,-1032,-1200,-30,-60
2716,-1032,-1200,-30,-60
2717,-3096,-3600,-90,-180
2718,-1032,-1200,-30,-60
2719,-1032,-1200,-30,-60
2720,-1032,-1200,-30,-60
2721,1032,1200,30,60
2722,1032,1200,30,60
2723,1032,1200,30,60
2724,1032,1200,30,60
2725,-1032,-1200,-30,-60
2726,-1032,-1200,-30,-60
2727,-1032,-1200,-30,-60
2728,-1032,-1200,-30,-60
2729,1032,1200,30,60
2730,1032,1200,30,60
2731,1032,1200,30,60
2732,1032,1200,30,60
2733,-1032,-1200,-30,-60
2734,-1032,-1200,-30,-60
2735,-1032,-1200,-30,-60
2736,-1032,-1200,-30,-60
2737,1032,1200,30,60
2738,1032,1200,30,60
2739,1032,1200,30,60
2740,1032,1200,30,60
2741,-1032,-1200,-30,-60
2742,-1032,-1200,-30,-60
2743,-1032,-1200,-30,-60
2744,-1032,-1200,-30,-60
2745,1032,1200,30,60
2746,1032,1200,30,60
2747,1032,1200,30,60
2748,1032,1200,30,60
2749,-1032,-1200,-30,-60
2750,-1032,-1200,-30,-60
2751,-1032,-1200,-30,-60
2752,-1032,-1200,-30,-60
2753,1032,1200,30,60
2754,1032,1200,30,60
2755,1032,1200,30,60
2756,1032,1200,30,60
2757,-1032,-1200,-30,-60
2758,-1032,-1200,-30,-60
2759,-1032,-1200,-30,-60
2760,-1032,-1200,-30,-60
2761,1032,1200,30,60
2762,1032,1200,30,60
2763,1032,1200,30,60
2764,1032,1200,30,60
2765,-1032,-1200,-30,-60
2766,-1032,-1200,-30,-60
2767,-1032,-1200,-30,-60
2768,-1032,-1200,-30,-60
2769,1032,1200,30,60
2770,1032,1200,30,60
2771,1032,1200,30,60
2772,1032,1200,30,60
2773,-1032,-1200,-30,-60
2774,-1032,-1200,-30,-60
2775,-1032,-1200,-30,-60
2776,-1032,-1200,-30,-60
2777,1032,1200,30,60
2778,1032,1200,30,60
2779,1032,1200,30,60
2780,1032,1200,30,60
2781,-1032,-1200,-30,-60
2782,-1032,-1200,-30,-60
2783,-1032,-1200,-30,-60
2784,-1032,-1200,-30,-60
2785,1032,1200,30,60
2786,1032,1200,30,60
2787,1032,1200,30,60
2788,1032,1200,30,60
2789,-1032,-1200,-30,-60
2790,-1032,-1200,-30,-60
2791,-1032,-1200,-30,-60
2792,-1032,-1200,-30,-60
2793,1032,1200,30,60
2794,1032,1200,30,60
2795,1032,1200,30,60
2796,1032,1200,30,60
2797,-1032,-1200,-30,-60
2798,-1032,-1200,-30,-60
2799,-1032,-1200,-30,-60
2800,-1032,-1200,-30,-60
2801,1032,1200,30,60
2802,1032,1200,30,60
2803,1032,1200,30,60
2804,1032,1200,30,60
2805,-1032,-1200,-30,-60
2806,-1032,-1200,-30,-60
2807,-1032,-1200,-30,-60
2808,-1032,-1200,-30,-60
2809,1032,1200,30,60
2810,1032,1200,30,60
2811,1032,1200,30,60
2812,1032,1200,30,60
2813,-1032,-1200,-30,-60
2814,-1032,-1200,-30,-60
2815,-1032,-1200,-30,-60
2816,-1032,-1200,-30,-60
2817,1032,1200,30,60
2818,1032,1200,30,60
2819,1032,1200,30,60
2820,1032,1200,30,60
2821,-1032,-1200,-30,-60
2822,-1032,-1200,-30,-60
2823,-1032,-1200,-30,-60
2824,-1032,-1200,-30,-60
2825,1032,1200,30,60
2826,1032,1200,30,60
2827,1032,1200,30,60
2828,1032,1200,30,60
2829,-1032,-1200,-30,-60
2830,-1032,-1200,-30,-60
2831,-1032,-1200,-30,-60
2832,-1032,-1200,-30,-60
2833,1032,1200,30,60
2834,1032,1200,30,60
2835,1032,1200,30,60
2836,1032,1200,30,60
2837,-1032,-1200,-30,-60
2838,-1032,-1200,-30,-60
2839,-1032,-1200,-30,-60
2840,-1032,-1200,-30,-60
2841,1032,1200,30,60
2842,1032,1200,30,60
2843,1032,1200,30,60
2844,1032,1200,30,60
2845,-1032,-1200,-30,-60
2846,-1032,-1200,-30,-60
2847,-1032,-1200,-30,-60
2848,-1032,-1200,-30,-60
2849,1032,1200,30,60
2850,1032,1200,30,60
2851,1032,1200,30,60
2852,1032,1200,30,60
2853,-1032,-1200,-30,-60
2854,-1032,-1200,-30,-60
2855,-1032,-1200,-30,-60
2856,-1032,-1200,-30,-60
2857,1032,1200,30,60
2858,1032,1200,30,60
2859,1032,1200,30,60
2860,1032,1200,30,60
2861,-1032,-1200,-30,-60
2862,-1032,-1200,-30,-60
2863,-1032,-1200,-30,-60
2864,-1032,-1200,-30,-60
2865,1032,1200,30,60
2866,1032,1200,30,60
2867,1032,1200,30,60
2868,1032,1200,30,60
2869,-1032,-1200,-30,-60
2870,-1032,-1200,-30,-60
2871,-1032,-1200,-30,-60
2872,-1032,-1200,-30,-60
2873,1032,1200,30,60
2874,1032,1200,30,60
2875,1032,1200,30,60
2876,1032,1200,30,60
2877,-1032,-1200,-30,-60
2878,-1032,-1200,-30,-60
2879,-1032,-1200,-30,-60
2880,-1032,-1200,-30,-60
2881,1032,1200,30,60
2882,1032,1200,30,60
2883,1032,1200,30,60
2884,1032,1200,30,60
2885,-1032,-1200,-30,-60
2886,-1032,-1200,-30,-60
2887,-1032,-1200,-30,-60
2888,-1032,-1200,-30,-60
2889,1032,1200,30,60
2890,1032,1200,30,60
2891,1032,1200,30,60
2892,1032,1200,30,60
2893,-1032,-1200,-30,-60
2894,-1032,-1200,-30,-60
2895,-1032,-1200,-30,-60
2896,-1032,-1200,-30,-60
2897,1032,1200,30,60
2898,1032,1200,30,60
2899,1032,1200,30,60
2900,1032,1200,30,60
2901,-1032,-1200,-30,-60
2902,-1032,-1200,-30,-60
2903,-1032,-1200,-30,-60
2904,-1032,-1200,-30,-60
2905,1032,1200,30,60
2906,1032,1200,30,60
2907,1032,1200,30,60
2908,1032,1200,30,60
2909,-1032,-1200,-30,-60
2910,-1032,-1200,-30,-60
2911,-1032,-1200,-30,-60
2912,-1032,-1200,-30,-60
2913,1032,1200,30,60
2914,1032,1200,30,60
2915,1032,1200,30,60
2916,1032,1200,30,60
2917,-1032,-1200,-30,-60
2918,-1032,-1200,-30,-60
2919,-1032,-1200,-30,-60
2920,-1032,-1200,-30,-60
2921,1032,1200,30,60
2922,1032,1200,30,60
2923,1032,1200,30,60
2924,1032,1200,30,60
2925,-1032,-1200,-30,-60
2926,-1032,-1200,-30,-60
2927,-1032,-1200,-30,-60
2928,-1032,-1200,-30,-60
2929,1032,1200,30,60
2930,1032,1200,30,60
2931,1032,1200,30,60
2932,1032,1200,30,60
2933,-1032,-1200,-30,-60
2934,-1032,-1200,-30,-60
2935,-1032,-1200,-30,-60
2936,-1032,-1200,-30,-60
2937,1032,1200,30,60
2938,1032,1200,30,60
2939,1032,1200,30,60
2940,1032,1200,30,60
2941,-1032,-1200,-30,-60
2942,-1032,-1200,-30,-60
2943,-1032,-1200,-30,-60
2944,-1032,-1200,-30,-60
2945,1032,1200,30,60
2946,1032,1200,30,60
2947,1032,1200,30,60
2948,1032,1200,30,60
2949,-1032,-1200,-30,-60
2950,-1032,-1200,-30,-60
2951,-1032,-1200,-30,-60
2952,-1032,-1200,-30,-60
2953,1032,1200,30,60
2954,1032,1200,30,60
2955,1032,1200,30,60
2956,1032,1200,30,60
2957,-1032,-1200,-30,-60
2958,-1032,-1200,-30,-60
2959,-1032,-1200,-30,-60
2960,-1032,-1200,-30,-60
2961,1032,1200,30,60
2962,1032,1200,30,60
2963,1032,1200,30,60
2964,1032,1200,30,60
2965,-1032,-1200,-30,-60
2966,-1032,-1200,-30,-60
2967,-1032,-1200,-30,-60
2968,-1032,-1200,-30,-60
2969,1032,1200,30,60
2970,1032,1200,30,60
2971,1032,1200,30,60
2972,1032,1200,30,60
2973,-1032,-1200,-30,-60
2974,-1032,-1200,-30,-60
2975,-1032,-1200,-30,-60
2976,-1032,-1200,-30,-60
2977,1032,1200,30,60
2978,1032,1200,30,60
2979,1032,1200,30,60
2980,1032,1200,30,60
2981,-1032,-1200,-30,-60
2982,-1032,-1200,-30,-60
2983,-1032,-1200,-30,-60
2984,-1032,-1200,-30,-60
2985,1032,1200,30,60
2986,1032,1200,30,60
2987,1032,1200,30,60
2988,1032,1200,30,60
2989,-1032,-1200,-30,-60
2990,-1032,-1200,-30,-60
2991,-1032,-1200,-30,-60
2992,-1032,-1200,-30,-60
2993,1032,1200,30,60
2994,1032,1200,30,60
2995,1032,1200,30,60
2996,1032,1200,30,60
2997,-1032,-1200,-30,-60
2998,-1032,-1200,-30,-60
2999,-1032,-1200,-30,-60
3000,-1032,-1200,-30,-60
3001,1032,1200,30,60
3002,1032,1200,30,60
3003,1032,1200,30,60
3004,1032,1200,30,60
3005,-1032,-1200,-30,-60
3006,-1032,-1200,-30,-60
3007,-1032,-1200,-30,-60
3008,-1032,-1200,-30,-60
3009,1032,1200,30,60
3010,1032,1200,30,60
3011,1032,1200,30,60
3012,1032,1200,30,60
3013,-1032,-1200,-30,-60
3014,-1032,-1200,-30,-60
3015,-1032,-1200,-30,-60
3016,-1032,-1200,-30,-60
3017,1032,1200,30,60
3018,1032,1200,30,60
3019,1032,1200,30,60
3020,1032,1200,30,60
3021,-1032,-1200,-30,-60
3022,-1032,-1200,-30,-60
3023,-1032,-1200,-30,-60
3024,-1032,-1200,-30,-60
3025,1032,1200,30,60
3026,1032,1200,30,60
3027,1032,1200,30,60
3028,1032,1200,30,60
3029,-1032,-1200,-30,-60
3030,-1032,-1200,-30,-60
3031,-1032,-1200,-30,-60
3032,-1032,-1200,-30,-60
3033,1032,1200,30,60
3034,1032,1200,30,60
3035,1032,1200,30,60
3036,1032,1200,30,60
3037,-1032,-1200,-30,-60
3038,-1032,-1200,-30,-60
3039,-1032,-1200,-30,-60
3040,-1032,-1200,-30,-60
3041,1032,1200,30,60
3042,1032,1200,30,60
3043,1032,1200,30,60
3044,1032,1200,30,60
3045,-1032,-1200,-30,-60
3046,-1032,-1200,-30,-60
3047,-1032,-1200,-30,-60
3048,-1032,-1200,-30,-60
3049,1032,1200,30,60
3050,1032,1200,30,60
3051,1032,1200,30,60
3052,1032,1200,30,60
3053,-1032,-1200,-30,-60
3054,-1032,-1200,-30,-60
3055,-1032,-1200,-30,-60
3056,-1032,-1200,-30,-60
3057,1032,1200,30,60
3058,1032,1200,30,60
3059,1032,1200,30,60
3060,1032,1200,30,60
3061,-1032,-1200,-30,-60
3062,-1032,-1200,-30,-60
3063,-1032,-1200,-30,-60
3064,-1032,-1200,-30,-60
3065,1032,1200,30,60
3066,1032,1200,30,60
3067,1032,1200,30,60
3068,1032,1200,30,60
3069,-1032,-1200,-30,-60
3070,-1032,-1200,-30,-60
3071,-1032,-1200,-30,-60
3072,-1032,-1200,-30,-60
3073,1032,1200,30,60
3074,1032,1200,30,60
3075,1032,1200,30,60
3076,1032,1200,30,60
3077,-1032,-1200,-30,-60
3078,-1032,-1200,-30,-60
3079,-1032,-1200,-30,-60
3080,-1032,-1200,-30,-60
3081,1032,1200,30,60
3082,1032,1200,30,60
3083,1032,1200,30,60
3084,1032,1200,30,60
3085,-1032,-1200,-30,-60
3086,-1032,-1200,-30,-60
3087,-1032,-1200,-30,-60
3088,-1032,-1200,-30,-60
3089,1032,1200,30,60
3090,1032,1200,30,60
3091,1032,1200,30,60
3092,1032,1200,30,60
3093,-3096,-3600,-20,-180
3094,-3096,-3600,-20,-180
3095,-3096,-3600,20,-180
3096,-3096,-3600,20,-180
3097,-1032,-1200,20,-60
3098,-1032,-1200,20,-60
3099,-1032,-1200,20,-60
3100,-1032,-1200,20,-60
3101,-3096,-3600,-20,-180
3102,-3096,-3600,-20,-180
3103,-3096,-3600,20,-180
3104,-3096,-3600,20,-180
3105,-1032,-1200,20,-60
3106,-1032,-1200,20,-60
3107,-1032,-1200,20,-60
3108,-1032,-1200,20,-60
3109,-3096,-3600,-20,-180
3110,-3096,-3600,-20,-180
3111,-3096,-3600,20,-180
3112,-3096,-3600,20,-180
3113,-1032,-1200,20,-60
3114,-1032,-1200,20,-60
3115,-1032,-1200,20,-60
3116,-1032,-1200,20,-60
3117,-3096,-3600,-20,-180
3118,-3096,-3600,-20,-180
3119,-3096,-3600,20,-180
3120,-3096,-3600,20,-180
3121,-1032,-1200,20,-60
3122,-1032,-1200,20,-60
3123,-1032,-1200,20,-60
3124,-1032,-1200,20,-60
3125,-3096,-3600,-20,-180
3126,-3096,-3600,-20,-180
3127,-3096,-3600,20,-180
3128,-3096,-3600,20,-180
3129,-1032,-1200,20,-60
3130,-1032,-1200,20,-60
3131,-1032,-1200,20,-60
3132,-1032,-1200,20,-60
3133,-3096,-3600,-20,-180
3134,-3096,-3600,-20,-180
3135,-3096,-3600,20,-180
3136,-3096,-3600,20,-180
3137,-1032,-1200,20,-60
3138,-1032,-1200,20,-60
3139,-1032,-1200,20,-60
3140,-1032,-1200,20,-60
3141,-3096,-3600,-20,-180
3142,-3096,-3600,-20,-180
3143,-3096,-3600,20,-180
3144,-3096,-3600,20,-180
3145,-1032,-1200,20,-60
3146,-1032,-1200,20,-60
3147,-1032,-1200,20,-60
3148,-1032,-1200,20,-60
3149,-3096,-3600,-20,-180
3150,-3096,-3600,-20,-180
3151,-3096,-3600,20,-180
3152,-3096,-3600,20,-180
3153,-1032,-1200,20,-60
3154,-1032,-1200,20,-60
3155,-1032,-1200,20,-60
3156,-1032,-1200,20,-60
3157,-3096,-3600,-20,-180
3158,-3096,-3600,-20,-180
3159,-3096,-3600,20,-180
3160,-3096,-3600,20,-180
3161,-1032,-1200,20,-60
3162,-1032,-1200,20,-60
3163,-1032,-1200,20,-60
3164,-1032,-1200,20,-60
3165,-3096,-3600,-20,-180
3166,-3096,-3600,-20,-180
3167,-3096,-3600,20,-180
3168,-3096,-3600,20,-180
3169,-1032,-1200,20,-60
3170,-1032,-1200,20,-60
3171,-1032,-1200,20,-60
3172,-1032,-1200,20,-60
3173,-3096,-3600,-20,-180
3174,-3096,-3600,-20,-180
3175,-3096,-3600,20,-180
3176,-3096,-3600,20,-180
3177,-1032,-1200,20,-60
3178,-1032,-1200,20,-60
3179,-1032,-1200,20,-60
3180,-1032,-1200,20,-60
3181,-3096,-3600,-20,-180
3182,-3096,-3600,-20,-180
3183,-3096,-3600,20,-180
3184,-3096,-3600,20,-180
3185,-1032,-1200,20,-60
3186,-1032,-1200,20,-60
3187,-1032,-1200,20,-60
3188,-1032,-1200,20,-60
3189,-3096,-3600,-20,-180
3190,-3096,-3600,-20,-180
3191,-3096,-3600,20,-180
3192,-3096,-3600,20,-180
3193,-1032,-1200,20,-60
3194,-1032,-1200,20,-60
3195,-1032,-1200,20,-60
3196,-1032,-1200,20,-60
3197,-3096,-3600,-20,-180
3198,-3096,-3600,-20,-180
3199,-3096,-3600,20,-180
3200,-3096,-3600,20,-180
3201,-1032,-1200,20,-60
3202,-1032,-1200,20,-60
3203,-1032,-1200,20,-60
3204,-1032,-1200,20,-60
3205,-3096,-3600,-20,-180
3206,-3096,-3600,-20,-180
3207,-3096,-3600,20,-180
3208,-3096,-3600,20,-180
3209,-1032,-1200,20,-60
3210,-1032,-1200,20,-60
3211,-1032,-1200,20,-60
3212,-1032,-1200,20,-60
3213,-3096,-3600,-20,-180
3214,-3096,-3600,-20,-180
3215,-3096,-3600,20,-180
3216,-3096,-3600,20,-180
3217,-1032,-1200,20,-60
3218,-688,-1200,-20,-40
3219,-688,-1200,-20,-40
3220,688,-1200,20,40
3221,688,-3600,20,40
3222,688,-3600,20,40
3223,688,-3600,20,40
3224,688,-3600,20,40
3225,688,-1200,20,40
3226,-688,-1200,-20,-40
3227,-688,-1200,-20,-40
3228,688,-1200,20,40
3229,688,-3600,20,40
3230,688,-3600,20,40
3231,688,-3600,20,40
3232,688,-3600,20,40
3233,688,-1200,20,40
3234,-688,-1200,-20,-40
3235,-688,-1200,-20,-40
3236,688,-1200,20,40
3237,688,-3600,20,40
3238,688,-3600,20,40
3239,688,-3600,20,40
3240,688,-3600,20,40
3241,688,-1200,20,40
3242,-688,-1200,-20,-40
3243,-688,-1200,-20,-40
3244,688,-1200,20,40
3245,688,-3600,20,40
3246,688,-3600,20,40
3247,688,-3600,20,40
3248,688,-3600,20,40
3249,688,-1200,20,40
3250,-688,-1200,-20,-40
3251,-688,-1200,-20,-40
3252,688,-1200,20,40
3253,688,-3600,20,40
3254,688,-3600,20,40
3255,688,-3600,20,40
3256,688,-3600,20,40
3257,688,-1200,20,40
3258,-688,-1200,-20,-40
3259,-688,-1200,-20,-40
3260,688,-1200,20,40
3261,688,-3600,20,40
3262,688,-3600,20,40
3263,688,-3600,20,40
3264,688,-3600,20,40
3265,688,-1200,20,40
3266,-688,-1200,-20,-40
3267,-688,-1200,-20,-40
3268,688,-1200,20,40
3269,688,-3600,20,40
3270,688,-3600,20,40
3271,688,-3600,20,40
3272,688,-3600,20,40
3273,688,-1200,20,40
3274,-688,-1200,-20,-40
3275,-688,-1200,-20,-40
3276,688,-1200,20,40
3277,688,-3600,20,40
3278,688,-3600,20,40
3279,688,-3600,20,40
3280,688,-3600,20,40
3281,688,-1200,20,40
3282,-688,-1200,-20,-40
3283,-688,-1200,-20,-40
3284,688,-1200,20,40
3285,688,-3600,20,40
3286,688,-3600,20,40
3287,688,-3600,20,40
3288,688,-3600,20,40
3289,688,-1200,20,40
3290,-688,-1200,-20,-40
3291,-688,-1200,-20,-40
3292,688,-1200,20,40
3293,688,-3600,20,40
3294,688,-3600,20,40
3295,688,-3600,20,40
3296,688,-3600,20,40
3297,688,-1200,20,40
3298,-688,-1200,-20,-40
3299,-688,-1200,-20,-40
3300,688,-1200,20,40
3301,688,-3600,20,40
3302,688,-3600,20,40
3303,688,-3600,20,40
3304,688,-3600,20,40
3305,688,-1200,20,40
3306,-688,-1200,-20,-40
3307,-688,-1200,-20,-40
3308,688,-1200,20,40
3309,688,-3600,20,40
3310,688,-3600,20,40
3311,688,-3600,20,40
3312,688,-3600,20,40
3313,688,-1200,20,40
3314,-688,-1200,-20,-40
3315,-688,-1200,-20,-40
3316,688,-1200,20,40
3317,688,-3600,20,40
3318,688,-3600,20,40
3319,688,-3600,20,40
3320,688,-3600,20,40
3321,688,-1200,20,40
3322,-688,-1200,-20,-40
3323,-688,-1200,-20,-40
3324,688,-1200,20,40
3325,688,-3600,20,40
3326,688,-3600,20,40
3327,688,-3600,20,40
3328,688,-3600,20,40
3329,688,-1200,20,40
3330,-688,-1200,-20,-40
3331,-688,-1200,-20,-40
3332,688,-1200,20,40
3333,688,-3600,20,40
3334,688,-3600,20,40
3335,688,-3600,20,40
3336,688,-3600,20,40
3337,688,-1200,20,40
3338,-688,-1200,-20,-40
3339,-688,-1200,-20,-40
3340,688,-1200,20,40
3341,688,-3600,20,40
3342,688,-3600,20,40
3343,-688,-3600,-20,-40
3344,-688,-3600,-20,-40
3345,688,-1200,20,40
3346,688,-1200,20,40
3347,688,-1200,20,40
3348,688,-1200,20,40
3349,688,-3600,20,40
3350,688,-3600,20,40
3351,-688,-3600,-20,-40
3352,-688,-3600,-20,-40
3353,688,-1200,20,40
3354,688,-1200,20,40
3355,688,-1200,20,40
3356,688,-1200,20,40
3357,688,-3600,20,40
3358,688,-3600,20,40
3359,-688,-3600,-20,-40
3360,-688,-3600,-20,-40
3361,688,-1200,20,40
3362,688,-1200,20,40
3363,688,-1200,20,40
3364,688,-1200,20,40
3365,688,-3600,20,40
3366,688,-3600,20,40
3367,-688,-3600,-20,-40
3368,-688,-3600,-20,-40
3369,688,-1200,20,40
3370,688,-1200,20,40
3371,688,-1200,20,40
3372,688,-1200,20,40
3373,688,-3600,20,40
3374,688,-3600,20,40
3375,-688,-3600,-20,-40
3376,-688,-3600,-20,-40
3377,688,-1200,20,40
3378,688,-1200,20,40
3379,688,-1200,20,40
3380,688,-1200,20,40
3381,688,-3600,20,40
3382,688,-3600,20,40
3383,-688,-3600,-20,-40
3384,-688,-3600,-20,-40
3385,688,-1200,20,40
3386,688,-1200,20,40
3387,688,-1200,20,40
3388,688,-1200,20,40
3389,688,-3600,20,40
3390,688,-3600,20,40
3391,-688,-3600,-20,-40
3392,-688,-3600,-20,-40
3393,688,-1200,20,40
3394,688,-1200,20,40
3395,688,-1200,20,40
3396,688,-1200,20,40
3397,688,-3600,20,40
3398,688,-3600,20,40
3399,-688,-3600,-20,-40
3400,-688,-3600,-20,-40
3401,688,-1200,20,40
3402,688,-1200,20,40
3403,688,-1200,20,40
3404,688,-1200,20,40
3405,688,-3600,20,40
3406,688,-3600,20,40
3407,-688,-3600,-20,-40
3408,-688,-3600,-20,-40
3409,688,-1200,20,40
3410,688,-1200,20,40
3411,688,-1200,20,40
3412,688,-1200,20,40
3413,688,-3600,20,40
3414,688,-3600,20,40
3415,-688,-3600,-20,-40
3416,-688,-3600,-20,-40
3417,688,-1200,20,40
3418,688,-1200,20,40
3419,688,-1200,20,40
3420,688,-1200,20,40
3421,688,-3600,20,40
3422,688,-3600,20,40
3423,-688,-3600,-20,-40
3424,-688,-3600,-20,-40
3425,688,-1200,20,40
3426,688,-1200,20,40
3427,688,-1200,20,40
3428,688,-1200,20,40
3429,688,-3600,20,40
3430,688,-3600,20,40
3431,-688,-3600,-20,-40
3432,-688,-3600,-20,-40
3433,688,-1200,20,40
3434,688,-1200,20,40
3435,688,-1200,20,40
3436,688,-1200,20,40
3437,688,-3600,20,40
3438,688,-3600,20,40
3439,-688,-3600,-20,-40
3440,-688,-3600,-20,-40
3441,688,-1200,20,40
3442,688,-1200,20,40
3443,688,-1200,20,40
3444,688,-1200,20,40
3445,688,-3600,20,40
3446,688,-3600,20,40
3447,-688,-3600,-20,-40
3448,-688,-3600,-20,-40
3449,688,-1200,20,40
3450,688,-1200,20,40
3451,688,-1200,20,40
3452,688,-1200,20,40
3453,688,-3600,20,40
3454,688,-3600,20,40
3455,-688,-3600,-20,-40
3456,-688,-3600,-20,-40
3457,688,-1200,20,40
3458,688,-1200,20,40
3459,688,-1200,20,40
3460,688,-1200,20,40
3461,688,-3600,20,40
3462,688,-3600,20,40
3463,-688,-3600,-20,-40
3464,-688,-3600,-20,-40
3465,688,-1200,20,40
3466,688,-1200,20,40
3467,688,-1200,20,40
3468,688,1200,20,40
3469,688,-1200,20,40
3470,2064,-1200,60,120
3471,2064,-1200,60,120
3472,2064,-1200,60,120
3473,2064,1200,60,120
3474,2064,1200,60,120
3475,2064,1200,60,120
3476,688,1200,20,40
3477,688,-1200,20,40
3478,2064,-1200,60,120
3479,2064,-1200,60,120
3480,2064,-1200,60,120
3481,2064,1200,60,120
3482,2064,1200,60,120
3483,2064,1200,60,120
3484,688,1200,20,40
3485,688,-1200,20,40
3486,2064,-1200,60,120
3487,2064,-1200,60,120
3488,2064,-1200,60,120
3489,2064,1200,60,120
3490,2064,1200,60,120
3491,2064,1200,60,120
3492,688,1200,20,40
3493,688,-1200,20,40
3494,2064,-1200,60,120
3495,2064,-1200,60,120
3496,2064,-1200,60,120
3497,2064,1200,60,120
3498,2064,1200,60,120
3499,2064,1200,60,120
3500,688,1200,20,40
3501,688,-1200,20,40
3502,2064,-1200,60,120
3503,2064,-1200,60,120
3504,2064,-1200,60,120
3505,2064,1200,60,120
3506,2064,1200,60,120
3507,2064,1200,60,120
3508,688,1200,20,40
3509,688,-1200,20,40
3510,2064,-1200,60,120
3511,2064,-1200,60,120
3512,2064,-1200,60,120
3513,2064,1200,60,120
3514,2064,1200,60,120
3515,2064,1200,60,120
3516,688,1200,20,40
3517,688,-1200,20,40
3518,2064,-1200,60,120
3519,2064,-1200,60,120
3520,2064,-1200,60,120
3521,2064,1200,60,120
3522,2064,1200,60,120
3523,2064,1200,60,120
3524,688,1200,20,40
3525,688,-1200,20,40
3526,2064,-1200,60,120
3527,2064,-1200,60,120
3528,2064,-1200,60,120
3529,2064,1200,60,120
3530,2064,1200,60,120
3531,2064,1200,60,120
3532,688,1200,20,40
3533,688,-1200,20,40
3534,2064,-1200,60,120
3535,2064,-1200,60,120
3536,2064,-1200,60,120
3537,2064,1200,60,120
3538,2064,1200,60,120
3539,2064,1200,60,120
3540,688,1200,20,40
3541,688,-1200,20,40
3542,2064,-1200,60,120
3543,2064,-1200,60,120
3544,2064,-1200,60,120
3545,2064,1200,60,120
3546,2064,1200,60,120
3547,2064,1200,60,120
3548,688,1200,20,40
3549,688,-1200,20,40
3550,2064,-1200,60,120
3551,2064,-1200,60,120
3552,2064,-1200,60,120
3553,2064,1200,60,120
3554,2064,1200,60,120
3555,2064,1200,60,120
3556,688,1200,20,40
3557,688,-1200,20,40
3558,2064,-1200,60,120
3559,2064,-1200,60,120
3560,2064,-1200,60,120
3561,2064,1200,60,120
3562,2064,1200,60,120
3563,2064,1200,60,120
3564,688,1200,20,40
3565,688,-1200,20,40
3566,2064,-1200,60,120
3567,2064,-1200,60,120
3568,2064,-1200,60,120
3569,2064,1200,60,120
3570,2064,1200,60,120
3571,2064,1200,60,120
3572,688,1200,20,40
3573,688,-1200,20,40
3574,2064,-1200,60,120
3575,2064,-1200,60,120
3576,2064,-1200,60,120
3577,2064,1200,60,120
3578,2064,1200,60,120
3579,2064,1200,60,120
3580,688,1200,20,40
3581,688,-1200,20,40
3582,2064,-1200,60,120
3583,2064,-1200,60,120
3584,2064,-1200,60,120
3585,2064,1200,60,120
3586,2064,1200,60,120
3587,2064,1200,60,120
3588,688,1200,20,40
3589,688,-1200,20,40
